date,total_precipitation,temperature_2m,soil_moisture_layer1,solar_radiation,basin
2015-09-23,60.724083,22.857126,0.3331787884235382,84591.74,ganges_farakka
2015-09-24,17.202024,22.623787,0.3156073987483978,99828.625,ganges_farakka
2015-09-25,9.9123335,22.307304,0.29947206377983093,104566.016,ganges_farakka
2015-09-26,7.5975,22.367289,0.2871238887310028,101600.46,ganges_farakka
2015-09-27,7.5320363,22.410072,0.2776903510093689,98962.99,ganges_farakka
2015-09-28,4.91269,22.517939,0.2690781056880951,99937.49,ganges_farakka
2015-09-29,2.324876,22.835066,0.2600114643573761,102785.44,ganges_farakka
2015-09-30,1.4269427,23.189966,0.2509916126728058,106992.13,ganges_farakka
2015-10-01,3.2213955,23.424782,0.24349360167980194,104822.51,ganges_farakka
2015-10-02,8.865569,23.35922,0.23914968967437744,102970.5,ganges_farakka
2015-10-03,5.9407268,23.175817,0.23399639129638672,104927.25,ganges_farakka
2015-10-04,3.6341236,22.865812,0.2278451919555664,105693.04,ganges_farakka
2015-10-05,1.9081697,22.819307,0.22175584733486176,105771.234,ganges_farakka
2015-10-06,2.9345841,22.889093,0.21690626442432404,104165.086,ganges_farakka
2015-10-07,5.7444844,22.876928,0.21393002569675446,102136.31,ganges_farakka
2015-10-08,5.1774316,22.801825,0.2111881971359253,100836.66,ganges_farakka
2015-10-09,3.8161786,22.790663,0.20700757205486298,100631.68,ganges_farakka
2015-10-10,10.07134,22.714005,0.20445503294467926,98567.35,ganges_farakka
2015-10-11,9.680425,22.592468,0.2048957198858261,96074.05,ganges_farakka
2015-10-12,18.218021,22.037466,0.21028578281402588,92472.91,ganges_farakka
2015-10-13,17.49893,21.8573,0.2134758085012436,89923.62,ganges_farakka
2015-10-14,23.66834,21.48292,0.2206263393163681,88914.1,ganges_farakka
2015-10-15,16.525955,21.155245,0.22256195545196533,88948.73,ganges_farakka
2015-10-16,10.5307,21.15399,0.22038233280181885,90286.86,ganges_farakka
2015-10-17,3.1769292,21.552597,0.21543298661708832,93854.42,ganges_farakka
2015-10-18,2.9519083,22.034843,0.21070496737957,92644.23,ganges_farakka
2015-10-19,3.7041478,22.199625,0.20699723064899445,90772.45,ganges_farakka
2015-10-20,6.317238,21.789213,0.2044624537229538,88905.02,ganges_farakka
2015-10-21,4.734854,21.211872,0.20186172425746918,91566.84,ganges_farakka
2015-10-22,6.0167913,20.55039,0.19973218441009521,92934.3,ganges_farakka
2015-10-23,2.9849312,20.020708,0.19680321216583252,94506.625,ganges_farakka
2015-10-24,1.6937001,20.366316,0.1931554228067398,94304.83,ganges_farakka
2015-10-25,4.605564,20.272121,0.19141525030136108,89157.484,ganges_farakka
2015-10-26,7.0318937,19.767702,0.1928337961435318,89901.195,ganges_farakka
2015-10-27,11.211766,19.176405,0.1958611160516739,89333.71,ganges_farakka
2015-10-28,60.34964,17.790655,0.21874015033245087,80889.7,ganges_farakka
2015-10-29,70.53299,16.625076,0.2454192042350769,69087.09,ganges_farakka
2015-10-30,22.83894,16.74689,0.24816350638866425,75685.805,ganges_farakka
2015-10-31,6.2503557,17.374907,0.24061091244220734,83096.15,ganges_farakka
2015-11-01,3.5053053,18.046629,0.23430055379867554,85078.74,ganges_farakka
2015-11-02,3.4621477,18.475334,0.22852009534835815,82169.27,ganges_farakka
2015-11-03,4.729331,18.51702,0.2235960215330124,79403.81,ganges_farakka
2015-11-04,5.315691,18.5785,0.21919266879558563,81690.875,ganges_farakka
2015-11-05,13.397034,18.10932,0.21886903047561646,79423.234,ganges_farakka
2015-11-06,5.569434,17.58795,0.21528802812099457,81975.05,ganges_farakka
2015-11-07,2.714366,17.509583,0.21098510921001434,82197.23,ganges_farakka
2015-11-08,3.2751532,17.714334,0.20750124752521515,80691.96,ganges_farakka
2015-11-09,3.7417808,17.698383,0.2049008458852768,82070.65,ganges_farakka
2015-11-10,4.988505,17.557135,0.20285344123840332,80309.18,ganges_farakka
2015-11-11,1.5030991,17.376501,0.19957216084003448,83762.984,ganges_farakka
2015-11-12,0.42256892,17.789331,0.19607220590114594,85541.555,ganges_farakka
2015-11-13,0.3116315,18.372168,0.19298827648162842,85323.8,ganges_farakka
2015-11-14,1.5192527,18.311577,0.1905500292778015,82918.375,ganges_farakka
2015-11-15,3.122889,18.385054,0.18888841569423676,81122.77,ganges_farakka
2015-11-16,5.167495,17.746185,0.18750636279582977,80094.44,ganges_farakka
2015-11-17,4.5254655,16.655123,0.18580830097198486,80262.26,ganges_farakka
2015-11-18,1.1726247,16.184626,0.183846578001976,82598.66,ganges_farakka
2015-11-19,0.09935416,16.468397,0.1817990094423294,83810.08,ganges_farakka
2015-11-20,0.06197723,16.612997,0.17994652688503265,83818.87,ganges_farakka
2015-11-21,0.15226564,16.714056,0.1783529371023178,83261.53,ganges_farakka
2015-11-22,0.28509697,16.946861,0.17692239582538605,79623.086,ganges_farakka
2015-11-23,0.84118515,17.0697,0.17581041157245636,78075.7,ganges_farakka
2015-11-24,0.507384,17.103632,0.1746312528848648,77816.8,ganges_farakka
2015-11-25,0.5294424,17.05258,0.17348699271678925,77952.37,ganges_farakka
2015-11-26,1.5858618,16.802301,0.17270614206790924,75037.125,ganges_farakka
2015-11-27,6.3536224,15.862969,0.1731824278831482,70929.44,ganges_farakka
2015-11-28,2.2565987,16.197992,0.1732475757598877,68288.95,ganges_farakka
2015-11-29,3.421165,16.945406,0.17394524812698364,72149.02,ganges_farakka
2015-11-30,2.848431,17.34959,0.1749291867017746,73199.74,ganges_farakka
2015-12-01,8.644365,16.9558,0.17741906642913818,73091.49,ganges_farakka
2015-12-02,15.075723,15.906194,0.18449510633945465,70202.32,ganges_farakka
2015-12-03,9.867866,14.651393,0.19129735231399536,72584.664,ganges_farakka
2015-12-04,0.9676197,14.781774,0.18889807164669037,76408.87,ganges_farakka
2015-12-05,2.629639,15.08152,0.18653671443462372,72835.45,ganges_farakka
2015-12-06,2.8950536,14.899425,0.18515314161777496,72684.22,ganges_farakka
2015-12-07,2.3972664,14.740434,0.18348880112171173,73069.484,ganges_farakka
2015-12-08,1.5836867,14.642493,0.18159256875514984,72995.07,ganges_farakka
2015-12-09,3.096413,15.151977,0.17984159290790558,70473.91,ganges_farakka
2015-12-10,3.7975657,15.305488,0.17900371551513672,70338.664,ganges_farakka
2015-12-11,18.122616,14.019871,0.18344074487686157,66566.945,ganges_farakka
2015-12-12,5.36241,12.4981575,0.1842920184135437,70810.664,ganges_farakka
2015-12-13,3.4264858,11.631734,0.1828090399503708,72097.336,ganges_farakka
2015-12-14,2.108271,10.834418,0.18138784170150757,72554.06,ganges_farakka
2015-12-15,1.8102084,10.284194,0.18005000054836273,75575.195,ganges_farakka
2015-12-16,1.3598108,10.740178,0.1787809282541275,75264.42,ganges_farakka
